Prompt_Id,Reference,Prompt,Subtlety,Source,collected_on,generating_mechanism
207,The Forbidden Forest,"A dark and mysterious place home to many creatures, forbidden to students.",6,ChatGPT-4o mini,2024/08/01,chatgpt_ui
208,The Knight Bus,"The triple-decker vehicle careened through the streets, ready to pick up any stranded witch or wizard.",7,ChatGPT-4o mini,2024/08/01,chatgpt_ui
209,The Knight Bus,"A triple-decker, violently purple bus that provides emergency transport for the stranded witch or wizard.",6,ChatGPT-4o mini,2024/08/01,chatgpt_ui
210,The Leaky Cauldron,A popular pub and the gateway between the non-wizarding world and Diagon Alley.,5,ChatGPT-4o mini,2024/08/01,chatgpt_ui
211,The Mirror of Erised,The reflective surface shows not your face but your deepest desires.,8,ChatGPT-4o mini,2024/08/01,chatgpt_ui
212,The Pensieve,"Swirling memories filled the basin, inviting him to dive into the past and uncover hidden truths.",4,ChatGPT-4o mini,2024/08/01,chatgpt_ui
213,The Room of Requirement,"The hidden space appeared only when it was needed, transforming to suit the seeker’s purpose.",5,ChatGPT-4o mini,2024/08/01,chatgpt_ui
214,The Sorting Hat,The hat decided where the students belonged within the school houses.,5,ChatGPT-4o mini,2024/08/01,chatgpt_ui
215,The Triwizard Tournament,"A magical contest held between three schools, known for its dangerous tasks.",7,ChatGPT-4o mini,2024/08/01,chatgpt_ui
216,The Whomping Willow,"The tree had a temper, swinging its branches violently at anyone too close.",6,ChatGPT-4o mini,2024/08/01,chatgpt_ui
217,Thestral,These creatures can only be seen by those who have witnessed death firsthand.,9,ChatGPT-4o mini,2024/08/01,chatgpt_ui
218,Thestral carriage,"The seemingly empty carriages moved on their own, pulled by creatures only some could see.",5,ChatGPT-4o mini,2024/08/01,chatgpt_ui
219,Time-Turner,"The hourglass on a chain held the power to reverse the flow of time, but only for a short while.",7,ChatGPT-4o mini,2024/08/01,chatgpt_ui
220,Time-Turner,"A device that allows its user to travel back in time, but with many restrictions.",8,ChatGPT-4o mini,2024/08/01,chatgpt_ui
221,Triwizard Cup,"The gleaming trophy was more than just a prize; it was the key to a final, deadly challenge.",7,ChatGPT-4o mini,2024/08/01,chatgpt_ui
222,Unbreakable Vow,A magical contract that results in dire consequences if broken.,7,ChatGPT-4o mini,2024/08/01,chatgpt_ui
223,Unforgivable Curses,"The three spells were forbidden, each one capable of causing immense suffering with just a word.",7,ChatGPT-4o mini,2024/08/01,chatgpt_ui
224,Unicorn blood,"The silvery liquid, though cursed, could keep someone alive, but at a great cost.",7,ChatGPT-4o mini,2024/08/01,chatgpt_ui
225,Veela,"The enchanting women had a mesmerizing effect on those who watched them, their beauty almost otherworldly.",6,ChatGPT-4o mini,2024/08/01,chatgpt_ui
226,Veritaserum,Three drops of this potion are all that is needed to make anyone spill their secrets.,8,ChatGPT-4o mini,2024/08/01,chatgpt_ui
227,Wand,"It chooses the wizard, and its allegiance can be a fickle thing.",6,ChatGPT-4o mini,2024/08/01,chatgpt_ui
228,Wand core,"The magical instrument was as unique as its owner, its power drawn from the essence within.",5,ChatGPT-4o mini,2024/08/01,chatgpt_ui
229,Wandlore,The study of the history and magical properties of wands.,7,ChatGPT-4o mini,2024/08/01,chatgpt_ui
230,Whomping Willow,"The tree seemed peaceful until disturbed, its branches swinging with deadly force.",6,ChatGPT-4o mini,2024/08/01,chatgpt_ui
231,Whomping Willow,The tree on the school grounds that does more than just sway in the wind.,6,ChatGPT-4o mini,2024/08/01,chatgpt_ui
232,Yule Ball,"The grand hall was transformed, glittering with lights, as students dressed in their finest for the occasion.",6,ChatGPT-4o mini,2024/08/01,chatgpt_ui
233,Yule Ball,A formal dance event held during the Triwizard Tournament.,6,ChatGPT-4o mini,2024/08/01,chatgpt_ui
234,Yule Ball,"A festive celebration during the Triwizard Tournament, complete with dancing and music.",6,ChatGPT-4o mini,2024/08/01,chatgpt_ui
235,"Quidditch, Golden Snitch, broomstick.","The match had everyone on the edge of their seats. With a swift maneuver, he caught the elusive, fluttering object right from his broomstick. It was...",8,ChatGPT-4o,2025/01/15,chatgpt_batch_api
236,"Quidditch, Nimbus 2000","During the important match, he mounted his trusty Nimbus 2000, ready to catch the...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
237,"The Sorting Hat, Hogwarts Houses, Neville Longbottom.","When Neville Longbottom was called upfront, he was terrified. As the Sorting Hat was placed on his head, it began to ponder whether to place him in...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
238,"The Sorting Hat, Hogwarts","The ornate hat had just finished its song, and was now ready to decide the fates of the nervous students by assigning them to...",8,ChatGPT-4o,2025/01/15,chatgpt_batch_api
239,"The Sorting Hat, four houses, first-year students.",The first-year students nervously awaited their turn as the ancient hat sorted them one by one into...,8,ChatGPT-4o,2025/01/15,chatgpt_batch_api
240,"Dobby, sock",The house-elf named Dobby was ecstatic upon receiving a...,6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
241,"""Room of Requirement"", ""Vanishing Cabinet"", ""Draco Malfoy"".","Draco Malfoy had been sneaking into the Room of Requirement, messing around with an old Vanishing Cabinet when, all of a sudden...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
242,"The Sorting Hat, First year.","Just as the first year was about to place the hat on their head, it started singing a song about...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
243,"The Sorting Hat, Hogwarts houses","The hat paused for a minute, then finally declared loudly, ""....",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
244,"Hagrid, dragon egg.","In a small, dingy cabin Hagrid was cradling an object that looked suspiciously like a...",8,ChatGPT-4o,2025/01/15,chatgpt_batch_api
245,"Polyjuice Potion, Slytherin House","The concoction was finally ready, a single sip would allow him to blend in seamlessly with the members of Slytherin House...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
246,"Nearly Headless Nick', 'Feast'","During the feast, Nearly Headless Nick suddenly appeared, causing a stir among the...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
247,"Marauder's Map, footsteps.","As he unrolled the piece of parchment, he could see tiny, inked footsteps appearing and disappearing on its surface...",3,ChatGPT-4o,2025/01/15,chatgpt_batch_api
248,"Quidditch, Snitch, broom.","The high-speed chase was on, weaving between players and dodging bludgers, eyes fixated on the elusive golden...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
249,"Quidditch, Broom, Golden Snitch.","During a high-stakes match, the team's seeker was in hot pursuit of the elusive, flying golden ball, on the brink of...",8,ChatGPT-4o,2025/01/15,chatgpt_batch_api
250,"Dobby, socks","Dobby, the house-elf, was overwhelmed with joy when he received a gift - a pair of...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
251,"Severus Snape, Potions Class.","During potions class, Severus Snape unexpectedly praised a student for brewing a perfect...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
252,"House Elf, Sock","Dobby was overjoyed when he received a piece of clothing, a simple...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
253,"The Sorting Hat, Hogwarts Houses, First Year Students.","As the first year students sat trembling, the Sorting Hat began its song, revealing insights into the qualities that define...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
254,"The Forbidden Forest, Centaur","Deep within the shadows of the forest, a creature half-man and half-horse emerges, gazing at the night sky with a profound look of...",5,ChatGPT-4o,2025/01/15,chatgpt_batch_api
255,"Gringotts, Goblin.","The deep cavernous halls of Gringotts echoed with the footsteps of a lone goblin, clutching a...",5,ChatGPT-4o,2025/01/15,chatgpt_batch_api
256,"Quidditch, Seeker, Golden Snitch.","The Quidditch match had begun, and as a Seeker, his eyes were peeled for the glint of gold that would signal the...",8,ChatGPT-4o,2025/01/15,chatgpt_batch_api
257,"Hogwarts, Sorting Hat, First Year students.","In Hogwarts, First Year students gathered in the Great Hall, feeling a mix of excitement and anxiety as they awaited their turn with the Sorting Hat...",8,ChatGPT-4o,2025/01/15,chatgpt_batch_api
258,"Dobby, sock.","Dobby's eyes lit up at the sight of the innocuous piece of clothing. For him, this was more than just a...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
259,"Dobby, sock","When Dobby received a certain item of clothing, it led to his unexpected...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
260,"Dobby, sock",Dobby grinned widely as he held up the single piece of clothing that symbolized his...,4,ChatGPT-4o,2025/01/15,chatgpt_batch_api
261,"Quidditch, Golden Snitch, Broomstick.","The game was getting intense, everyone was racing around trying to score, but all eyes were on the tiny, fluttering golden object. Suddenly, there was a gasp as someone dived sharply on their broomstick towards the...",7,ChatGPT-4o,2025/01/15,chatgpt_batch_api
262,"Dementor, Patronus","As the shadowy figure drew nearer, a shiver ran down his spine; he rapidly recollected his happiest memory and uttered the incantation, summoning a...",,ChatGPT-4o,2025/01/15,chatgpt_batch_api
263,"Dumbledore, potion, office.","In Dumbledore's office, on the top shelf, there was an unusually radiant potion that had the power to...",8,ChatGPT-4o,2025/01/15,chatgpt_batch_api
264,"Tom Riddle's diary, basilisk.","The old diary was once again in her hands, the pages blank. Little did she know that it harbored a dangerous secret, a creature feared by all who...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
265,"Dementor, train, chocolate.","It was a ghastly cold on the train, and the only thing that seemed to help was a bit of chocolate after...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
266,"Snape, Potion, Cauldron.","In the dungeons, Snape stirred a pungent potion in his cauldron which suddenly began to...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
267,"Invisibility cloak, Marauder's map, Filch.","Wearing an odd, shimmering cloak and armed with nothing but a peculiar parchment charting the castle, he navigated through the corridors avoiding Filch and his cat.",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
268,"Snape, potion, classroom.","Professor Snape was demonstrating a complex potion in the classroom, causing a fume of bright purple smoke to...",8,ChatGPT-4o,2025/01/15,chatgpt_batch_api
269,"Hogwarts, Sorting Hat, First Year.","At Hogwarts, the first year students nervously lined up, waiting their turn to let the old hat decide their...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
270,"Forbidden Forest, Unicorn blood.","Walking through the dense, eerie woods, he came across a silvery puddle shimmering in the moonlight. It was...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
271,"The Sorting Hat, Hogwarts","The hat announced in a loud voice, ""Better be....""",5,ChatGPT-4o,2025/01/15,chatgpt_batch_api
272,"The Sorting Hat, Houses, First year","As the first year students gathered nervously in the Great Hall, the Sorting Hat began its annual song and the first name was called to determine their...",8,ChatGPT-4o,2025/01/15,chatgpt_batch_api
273,"The Sorting Hat, Talking to snakes, Hogwarts.","When he first arrived at the magical institution, his ability to converse with reptiles stirred quite a debate before his selection by the...",5,ChatGPT-4o,2025/01/15,chatgpt_batch_api
274,"Dobby', 'Sock'",The house elf's eyes welled with tears of joy as he held aloft a simple gift - a single...,6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
275,"Invisibility cloak, Marauder's Map","Quietly, he drew his invisibility cloak around him, opened the Marauder's Map, and whispered...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
276,"Quidditch, Golden Snitch, broom.","The game was intense, and with a swift turn and a dive, he caught the tiny winged object while still on his broom.",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
277,"Dobby, sock, freedom","As he unrolled the sock, a small, elfin creature appeared, its large eyes filled with tears of gratitude for...",5,ChatGPT-4o,2025/01/15,chatgpt_batch_api
278,"Invisibility Cloak, Marauder's Map, Hogwarts.","Late at night, after everyone was asleep, he quietly pulled out his Invisibility Cloak, unfolded the Marauder's Map, and said...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
279,"The Sorting Hat, House Divisions.","The worn, patched hat sat upon the stool, ready to determine the fate of the awaiting students. Its first decision placed the young, nervous student in...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
280,"Firebolt, Quidditch, Harry.","Harry was soaring high above the pitch, the Firebolt responding perfectly to his slightest touch, when suddenly...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
281,"Dobby, Sock","""Dobby held the single sock in his hand, his eyes wide with a mixture of disbelief and overwhelming joy. This ordinary piece of clothing represented...""",5,ChatGPT-4o,2025/01/15,chatgpt_batch_api
282,"The Sorting Hat, Hogwarts","The enchanted hat sat upon the small stool, ready to sort the newest arrivals into...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
283,"Hermione, Time-Turner, classes","Hermione seemed to be everywhere at once, attending classes that overlapped, thanks to a certain device she was entrusted with...",5,ChatGPT-4o,2025/01/15,chatgpt_batch_api
284,"Hogwarts Express, Chocolate Frogs, and Bertie Bott's Every Flavour Beans.","It was the beginning of the new term, and everyone was eagerly trading Chocolate Frogs and Bertie Bott's Every Flavour Beans on the...",5,ChatGPT-4o,2025/01/15,chatgpt_batch_api
285,"Sorting hat, first year.",The enchanted hat was placed on the nervous first year's head and it loudly proclaimed...,5,ChatGPT-4o,2025/01/15,chatgpt_batch_api
286,"Hedwig, letter, Privet Drive.","As the sun slowly descended, a snowy white owl gently dropped a parchment on the doorstep of number four, Privet Drive. It bore a...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
287,"The Sorting Hat, Gryffindor, bravery.","The old patched hat announced loudly, ""Ah, another worthy of...!""",7,ChatGPT-4o,2025/01/15,chatgpt_batch_api
288,"three-headed dog', 'trapped', 'stone'","The three-headed dog was snoring loudly, unaware that the intruders were trying to retrieve the stone they were trapped with...",5,ChatGPT-4o,2025/01/15,chatgpt_batch_api
289,"Dementor, Patronus, Harry.","The chilling presence of the dementor was drawing closer. Harry, with all his might, raised his wand high and tried to conjure the...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
290,"Hagrid, dragon egg","Hagrid had a gleam in his eye as he pulled out a large, speckled object, a gift that was undoubtedly unusual, but something he had always wanted...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
291,"Quidditch, Golden Snitch.","During an intense game, the Seeker finally spotted the elusive, shimmering...",5,ChatGPT-4o,2025/01/15,chatgpt_batch_api
292,"Golden Snitch, Quidditch","In the middle of the game, he spotted the glint of something golden and made a sharp turn on his broomstick to...",8,ChatGPT-4o,2025/01/15,chatgpt_batch_api
293,"The Boy Who Lived, Platform 9¾","The Boy Who Lived was running late, his trunk shaking as he dashed towards Platform 9¾, hoping not to miss ...",5,ChatGPT-4o,2025/01/15,chatgpt_batch_api
294,"Quidditch, broom, golden snitch.","In the middle of the high-stakes match, the seeker spotted a glint of gold and immediately dove towards the ground with his broom, reaching out to...",8,ChatGPT-4o,2025/01/15,chatgpt_batch_api
295,"Snape, Polyjuice Potion, Cat hairs","Snape, suspicious of the oddly behaving student, didn't realize it was the result of a Polyjuice Potion mishap involving cat hairs...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
296,"Snape, potion, Half-blood Prince.","Snape carefully stirred the potion, his mind filled with the knowledge passed down from the...",6,ChatGPT-4o,2025/01/15,chatgpt_batch_api
